1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,138.28,6.75,10.01,16.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.10,6.15,0.31,0.45,10.28,1881.79,3.64,134.80,6.80,9.83,16.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,136.95,6.97,9.83,16.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,132.97,7.08,9.73,15.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,130.98,7.08,9.72,15.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,126.91,7.01,9.61,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,126.69,7.01,9.59,15.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,125.53,6.95,9.48,14.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,122.88,6.89,9.38,14.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,121.14,6.82,9.28,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,129.13,6.89,9.34,15.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,131.80,6.82,9.24,15.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,136.78,7.01,9.48,16.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.10,6.07,0.32,0.43,10.18,1882.79,3.63,134.29,7.08,9.55,15.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,129.75,7.15,9.62,15.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,131.67,7.21,9.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,130.99,7.23,9.64,15.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,126.85,7.18,9.49,14.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,129.64,7.27,9.53,15.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,133.62,7.36,9.56,15.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,132.61,7.45,9.60,15.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,137.78,7.69,9.82,15.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,138.41,7.87,9.96,15.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,132.13,7.89,9.90,15.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,134.96,7.99,9.95,15.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.10,5.38,0.33,0.41,9.23,1883.79,3.62,131.30,8.01,9.88,15.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,134.64,8.12,9.93,15.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,130.32,8.05,9.76,14.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
